location_id,state,remoteness_area,sa4_name,lga_name,road_type
L1158,VIC,Major Cities of Australia,Melbourne - Inner,Yarra,Sub-arterial Road
L1159,VIC,Major Cities of Australia,Melbourne - Inner South,Glen Eira,Sub-arterial Road
L1160,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,National or State Highway
L1161,QLD,Outer Regional Australia,Central Queensland,Central Highlands (Qld),Local Road
L1162,NSW,Outer Regional Australia,Murray,Wentworth,National or State Highway
L1163,NSW,Inner Regional Australia,Murray,Federation,National or State Highway
L1164,VIC,Major Cities of Australia,Melbourne - North West,Merri-bek,Arterial Road
L1165,NSW,Major Cities of Australia,Sydney - Parramatta,Canterbury-Bankstown,Local Road
L1166,TAS,Very Remote Australia,West and North West,King Island,Arterial Road
L1167,TAS,Inner Regional Australia,Hobart,Glenorchy,Local Road
L1168,NT,Outer Regional Australia,Darwin,Palmerston,Arterial Road
L1169,VIC,Major Cities of Australia,Melbourne - Inner,Port Phillip,Arterial Road
L1170,SA,Remote Australia,South Australia - South East,Kangaroo Island,Local Road
L1171,VIC,Major Cities of Australia,Melbourne - Inner,Merri-bek,Local Road
L1172,NSW,Outer Regional Australia,New England and North West,Gwydir,Arterial Road
L1173,VIC,Major Cities of Australia,Melbourne - North East,Whittlesea,National or State Highway
L1174,SA,Remote Australia,South Australia - South East,Kangaroo Island,Sub-arterial Road
L1175,TAS,Inner Regional Australia,Launceston and North East,Meander Valley,National or State Highway
L1176,TAS,Outer Regional Australia,West and North West,Waratah-Wynyard,Collector Road
L1177,VIC,Inner Regional Australia,Shepparton,Moira,Sub-arterial Road
L1178,NSW,Inner Regional Australia,New England and North West,Uralla,Local Road
L1179,SA,Major Cities of Australia,Adelaide - South,Holdfast Bay,Arterial Road
L1180,NSW,Inner Regional Australia,Richmond - Tweed,Tweed,Sub-arterial Road
L1181,VIC,Inner Regional Australia,Hume,Wodonga,National or State Highway
L1182,QLD,Remote Australia,Cairns,Douglas,Collector Road
L1183,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,Arterial Road
L1184,NT,Outer Regional Australia,Darwin,Darwin,Local Road
L1185,NSW,Inner Regional Australia,Murray,Berrigan,National or State Highway
L1186,QLD,Outer Regional Australia,Townsville,Charters Towers,National or State Highway
L1187,NSW,Remote Australia,Riverina,Carrathool,Arterial Road
L1188,NSW,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road
L1189,TAS,Outer Regional Australia,West and North West,Devonport,Arterial Road
L1190,VIC,Outer Regional Australia,North West,Ararat,Sub-arterial Road
L1191,VIC,Inner Regional Australia,Melbourne - North East,Murrindindi,Access road
L1192,VIC,Inner Regional Australia,Hume,Strathbogie,Sub-arterial Road
L1193,QLD,Inner Regional Australia,Central Queensland,Gladstone,Local Road
L1194,NSW,Remote Australia,Far West and Orana,Bogan,Sub-arterial Road
L1195,QLD,Inner Regional Australia,Sunshine Coast,Noosa,Collector Road
L1196,NSW,Inner Regional Australia,Riverina,Junee,Arterial Road
L1197,VIC,Inner Regional Australia,Melbourne - North East,Murrindindi,Local Road
L1198,VIC,Outer Regional Australia,Hume,Alpine,National or State Highway
L1199,NSW,Outer Regional Australia,Far West and Orana,Gilgandra,Sub-arterial Road
L1200,NSW,Very Remote Australia,Far West and Orana,Brewarrina,National or State Highway
L1201,NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Wollondilly,Sub-arterial Road
L1202,NT,Very Remote Australia,Northern Territory - Outback,East Arnhem,Sub-arterial Road
L1203,SA,Remote Australia,South Australia - Outback,Port Lincoln,Sub-arterial Road
L1204,QLD,Very Remote Australia,Queensland - Outback,Carpentaria,Collector Road
L1205,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Sub-arterial Road
L1206,SA,Inner Regional Australia,Adelaide - North,Light,Sub-arterial Road
L1207,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Local Road
L1208,NSW,Major Cities of Australia,Sydney - South West,Camden,Local Road
L1209,TAS,Outer Regional Australia,Launceston and North East,Northern Midlands,Sub-arterial Road
L1210,TAS,Inner Regional Australia,Hobart,Glenorchy,National or State Highway
L1211,NSW,Outer Regional Australia,Capital Region,Queanbeyan-Palerang,Arterial Road
L1212,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Waverley,Collector Road
L1213,QLD,Very Remote Australia,Queensland - Outback,Longreach,National or State Highway
L1214,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Maitland,National or State Highway
L1215,VIC,Inner Regional Australia,Warrnambool and South West,Colac Otway,Sub-arterial Road
L1216,VIC,Outer Regional Australia,Warrnambool and South West,Colac Otway,Arterial Road
L1217,SA,Remote Australia,South Australia - Outback,Lower Eyre Peninsula,Local Road
L1218,VIC,Major Cities of Australia,Geelong,Greater Geelong,Arterial Road
L1219,QLD,Outer Regional Australia,Wide Bay,Gympie,Sub-arterial Road
L1220,VIC,Major Cities of Australia,Melbourne - North West,Merri-bek,National or State Highway
L1221,VIC,Inner Regional Australia,Hume,Alpine,National or State Highway
L1222,VIC,Inner Regional Australia,North West,Northern Grampians,Arterial Road
L1223,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Local Road
L1224,NT,Remote Australia,Northern Territory - Outback,MacDonnell,Arterial Road
L1225,SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills,Local Road
L1226,NSW,Inner Regional Australia,Capital Region,Hilltops,Local Road
L1227,VIC,Major Cities of Australia,Melbourne - Inner East,Whitehorse,Sub-arterial Road
L1228,VIC,Inner Regional Australia,Bendigo,Loddon,Sub-arterial Road
L1229,WA,Inner Regional Australia,Western Australia - Wheat Belt,York,Arterial Road
L1230,QLD,Inner Regional Australia,Toowoomba,Toowoomba,Access road
L1231,VIC,Major Cities of Australia,Melbourne - Inner South,Stonnington,National or State Highway
L1232,QLD,Inner Regional Australia,Gold Coast,Gold Coast,Access road
L1233,NT,Remote Australia,Northern Territory - Outback,West Arnhem,Sub-arterial Road
L1234,NSW,Outer Regional Australia,New England and North West,Inverell,Local Road
L1235,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Cessnock,Sub-arterial Road
L1236,WA,Major Cities of Australia,Perth - South West,Rockingham,Arterial Road
L1237,WA,Outer Regional Australia,Western Australia - Wheat Belt,Plantagenet,National or State Highway
L1238,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula,Arterial Road
L1239,WA,Major Cities of Australia,Perth - South West,Kwinana,National or State Highway
L1240,NSW,Inner Regional Australia,Far West and Orana,Dubbo,Local Road
L1241,WA,Inner Regional Australia,Mandurah,Murray,Local Road
L1242,WA,Remote Australia,Western Australia - Wheat Belt,Dumbleyung,Arterial Road
L1243,WA,Remote Australia,Western Australia - Outback (North),Port Hedland,Local Road
L1244,TAS,Inner Regional Australia,Hobart,Derwent Valley,Arterial Road
L1245,NSW,Inner Regional Australia,Riverina,Coolamon,Arterial Road
L1246,VIC,Inner Regional Australia,Hume,Benalla,Sub-arterial Road
L1247,WA,Major Cities of Australia,Perth - North West,Stirling,Local Road
L1248,SA,Outer Regional Australia,South Australia - South East,Robe,Arterial Road
L1249,WA,Major Cities of Australia,Perth - Inner,Cambridge,National or State Highway
L1250,QLD,Outer Regional Australia,Darling Downs - Maranoa,Maranoa,Local Road
L1251,NSW,Major Cities of Australia,Illawarra,Shellharbour,Local Road
L1252,WA,Major Cities of Australia,Perth - North West,Wanneroo,National or State Highway
L1253,WA,Outer Regional Australia,Western Australia - Wheat Belt,Plantagenet,Local Road
L1254,QLD,Inner Regional Australia,Moreton Bay - North,Somerset,National or State Highway
L1255,TAS,Outer Regional Australia,West and North West,Central Coast (Tas.),Sub-arterial Road
L1256,NSW,Inner Regional Australia,Murray,Albury,Local Road
L1257,NSW,Outer Regional Australia,Richmond - Tweed,Richmond Valley,Local Road
L1258,VIC,Inner Regional Australia,Ballarat,Moorabool,Local Road
L1259,NSW,Inner Regional Australia,New England and North West,Uralla,Arterial Road
L1260,WA,Major Cities of Australia,Perth - South East,Gosnells,National or State Highway
L1261,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,National or State Highway
L1262,NSW,Major Cities of Australia,Sydney - Ryde,The Hills,National or State Highway
L1263,WA,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road
L1264,TAS,Outer Regional Australia,South East,Southern Midlands,Sub-arterial Road
L1265,QLD,Outer Regional Australia,Wide Bay,North Burnett,Local Road
L1266,SA,Outer Regional Australia,South Australia - South East,Grant,National or State Highway
L1267,WA,Major Cities of Australia,Mandurah,Mandurah,Local Road
L1268,WA,Major Cities of Australia,Perth - North West,Wanneroo,Local Road
L1269,NSW,Remote Australia,Murray,Balranald,National or State Highway
L1270,VIC,Outer Regional Australia,Latrobe - Gippsland,South Gippsland,National or State Highway
L1271,SA,Outer Regional Australia,South Australia - South East,Wattle Range,Arterial Road
L1272,NSW,Major Cities of Australia,Sydney - Inner South West,Bayside (NSW),Local Road
L1273,SA,Outer Regional Australia,South Australia - South East,Southern Mallee,Local Road
L1274,VIC,Inner Regional Australia,Warrnambool and South West,Colac Otway,Local Road
L1275,VIC,Inner Regional Australia,Bendigo,Loddon,National or State Highway
L1276,WA,Outer Regional Australia,Western Australia - Wheat Belt,Woodanilling,Local Road
L1277,NSW,Outer Regional Australia,Central West,Warrumbungle,National or State Highway
L1278,NSW,Outer Regional Australia,Central West,Forbes,Sub-arterial Road
L1279,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dowerin,Local Road
L1280,WA,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,National or State Highway
L1281,VIC,Major Cities of Australia,Melbourne - North West,Brimbank,Arterial Road
L1282,WA,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton,Local Road
L1283,TAS,Inner Regional Australia,Launceston and North East,Northern Midlands,National or State Highway
L1284,WA,Inner Regional Australia,Bunbury,Harvey,Local Road
L1285,SA,Inner Regional Australia,South Australia - South East,Murray Bridge,Sub-arterial Road
L1286,NSW,Major Cities of Australia,Sydney - Parramatta,Cumberland,Busway
L1287,WA,Inner Regional Australia,Perth - South East,Serpentine-Jarrahdale,Local Road
L1288,WA,Major Cities of Australia,Perth - North East,Bayswater,Local Road
L1289,VIC,Inner Regional Australia,Hume,Wangaratta,National or State Highway
L1290,WA,Major Cities of Australia,Perth - North East,Swan,Local Road
L1291,VIC,Inner Regional Australia,Bendigo,Macedon Ranges,Arterial Road
L1292,QLD,Very Remote Australia,Queensland - Outback,Doomadgee,Collector Road
L1293,NSW,Outer Regional Australia,Far West and Orana,Narromine,Local Road
L1294,QLD,Very Remote Australia,Queensland - Outback,Croydon,Sub-arterial Road
L1295,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,Local Road
L1296,SA,Major Cities of Australia,Adelaide - West,Charles Sturt,Arterial Road
L1297,WA,Major Cities of Australia,Perth - South East,Gosnells,Arterial Road
L1298,QLD,Major Cities of Australia,Brisbane - North,Brisbane,Pedestrian Thoroughfare
L1299,QLD,Inner Regional Australia,Logan - Beaudesert,Scenic Rim,Local Road
L1300,VIC,Outer Regional Australia,Hume,Towong,Local Road
L1301,NT,Very Remote Australia,Northern Territory - Outback,West Arnhem,Sub-arterial Road
L1302,NSW,Inner Regional Australia,Central West,Mid-Western,Local Road
L1303,NSW,Major Cities of Australia,Capital Region,Queanbeyan-Palerang,Arterial Road
L1304,WA,Outer Regional Australia,Western Australia - Wheat Belt,Albany,National or State Highway
L1305,TAS,Outer Regional Australia,South East,Central Highlands (Tas.),Access road
L1306,NSW,Outer Regional Australia,Riverina,Lockhart,Arterial Road
L1307,WA,Inner Regional Australia,Western Australia - Wheat Belt,Chittering,Arterial Road
L1308,VIC,Inner Regional Australia,Melbourne - North West,Macedon Ranges,Local Road
L1309,VIC,Outer Regional Australia,Latrobe - Gippsland,Baw Baw,Local Road
L1310,NSW,Outer Regional Australia,New England and North West,Walcha,Access road
L1311,WA,Major Cities of Australia,Perth - South East,Canning,Arterial Road
L1312,WA,Remote Australia,Western Australia - Outback (South),Perenjori,Local Road
L1313,SA,Outer Regional Australia,South Australia - South East,Renmark Paringa,Collector Road
L1314,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Collector Road
L1315,WA,Very Remote Australia,Western Australia - Outback (South),Mount Magnet,National or State Highway
L1316,NSW,Major Cities of Australia,Sydney - Inner West,Inner West,Local Road
L1317,WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,Local Road
L1318,QLD,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Collector Road
L1319,NSW,Remote Australia,Far West and Orana,Cobar,National or State Highway
L1320,QLD,Remote Australia,Queensland - Outback,Hope Vale,Local Road
L1321,SA,Remote Australia,South Australia - Outback,Cleve,Sub-arterial Road
L1322,SA,Inner Regional Australia,South Australia - South East,Murray Bridge,Collector Road
L1323,WA,Outer Regional Australia,Bunbury,Augusta Margaret River,Arterial Road
L1324,SA,Major Cities of Australia,Adelaide - South,Mitcham,National or State Highway
L1325,VIC,Major Cities of Australia,Melbourne - North West,Moonee Valley,Collector Road
L1326,WA,Major Cities of Australia,Perth - Inner,Vincent,National or State Highway
L1327,QLD,Inner Regional Australia,Gold Coast,Scenic Rim,Local Road
L1328,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Busway
L1329,NSW,Inner Regional Australia,Richmond - Tweed,Tweed,National or State Highway
L1330,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wickepin,Arterial Road
L1331,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,National or State Highway
L1332,VIC,Outer Regional Australia,Hume,Wangaratta,Arterial Road
L1333,VIC,Major Cities of Australia,Melbourne - North West,Melton,Sub-arterial Road
L1334,NT,Outer Regional Australia,Darwin,Darwin,Collector Road
L1335,VIC,Major Cities of Australia,Melbourne - West,Hobsons Bay,Sub-arterial Road
L1336,WA,Major Cities of Australia,Perth - South West,Cockburn,Arterial Road
L1337,WA,Inner Regional Australia,Western Australia - Wheat Belt,Chittering,National or State Highway
L1338,WA,Very Remote Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,National or State Highway
L1339,WA,Major Cities of Australia,Perth - North East,Swan,Arterial Road
L1340,WA,Major Cities of Australia,Perth - South East,Victoria Park,National or State Highway
L1341,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,Local Road
L1342,VIC,Major Cities of Australia,Melbourne - West,Wyndham,Sub-arterial Road
L1343,WA,Major Cities of Australia,Perth - South East,Armadale,Arterial Road
L1344,WA,Inner Regional Australia,Bunbury,Bunbury,Arterial Road
L1345,TAS,Inner Regional Australia,Hobart,Glenorchy,Sub-arterial Road
L1346,VIC,Inner Regional Australia,Warrnambool and South West,Warrnambool,Sub-arterial Road
L1347,SA,Major Cities of Australia,Adelaide - West,West Torrens,Collector Road
L1348,WA,Inner Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road
L1349,WA,Remote Australia,Western Australia - Wheat Belt,Moora,Arterial Road
L1350,VIC,Outer Regional Australia,Warrnambool and South West,Corangamite,Sub-arterial Road
L1351,WA,Major Cities of Australia,Perth - Inner,Perth,Arterial Road
L1352,WA,Inner Regional Australia,Bunbury,Busselton,Local Road
L1353,VIC,Outer Regional Australia,Latrobe - Gippsland,Wellington,Arterial Road
L1354,QLD,Remote Australia,Townsville,Charters Towers,Local Road
L1355,WA,Outer Regional Australia,Western Australia - Wheat Belt,Williams,Local Road
L1356,NT,Outer Regional Australia,Darwin,Darwin,Sub-arterial Road
L1357,WA,Inner Regional Australia,Bunbury,Augusta Margaret River,Local Road
L1358,TAS,Outer Regional Australia,South East,Derwent Valley,Arterial Road
L1359,WA,Major Cities of Australia,Perth - North West,Stirling,National or State Highway
L1360,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,National or State Highway
L1361,QLD,Outer Regional Australia,Wide Bay,South Burnett,Collector Road
L1362,QLD,Remote Australia,Townsville,Charters Towers,Sub-arterial Road
L1363,SA,Outer Regional Australia,South Australia - South East,Tatiara,Arterial Road
L1364,VIC,Inner Regional Australia,Warrnambool and South West,Moyne,Local Road
L1365,QLD,Very Remote Australia,Queensland - Outback,Quilpie,Sub-arterial Road
L1366,TAS,Outer Regional Australia,West and North West,Burnie,Local Road
L1367,SA,Outer Regional Australia,South Australia - South East,Mid Murray,Sub-arterial Road
L1368,WA,Major Cities of Australia,Perth - South West,Kwinana,Arterial Road
L1369,TAS,Outer Regional Australia,Launceston and North East,George Town,Collector Road
L1370,VIC,Inner Regional Australia,Bendigo,Mount Alexander,National or State Highway
L1371,WA,Major Cities of Australia,Perth - South West,Rockingham,National or State Highway
L1372,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Adelaide Plains,National or State Highway
L1373,TAS,Outer Regional Australia,Launceston and North East,Northern Midlands,National or State Highway
L1374,WA,Outer Regional Australia,Western Australia - Wheat Belt,Kojonup,Arterial Road
L1375,WA,Remote Australia,Western Australia - Wheat Belt,Mount Marshall,Arterial Road
L1376,SA,Outer Regional Australia,South Australia - South East,Kingston (SA),Arterial Road
L1377,WA,Remote Australia,Western Australia - Outback (North),Karratha,Local Road
L1378,WA,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton,National or State Highway
L1379,NSW,Outer Regional Australia,Central West,Cowra,Sub-arterial Road
L1380,WA,Inner Regional Australia,Mandurah,Murray,National or State Highway
L1381,NSW,Outer Regional Australia,Far West and Orana,Dubbo,Sub-arterial Road
L1382,SA,Very Remote Australia,South Australia - Outback,Elliston,Sub-arterial Road
L1383,NSW,Inner Regional Australia,Mid North Coast,Kempsey,Arterial Road
L1384,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,Local Road
L1385,WA,Very Remote Australia,Western Australia - Outback (South),Coolgardie,Local Road
L1386,WA,Major Cities of Australia,Perth - Inner,Vincent,Arterial Road
L1387,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable,National or State Highway
L1388,NSW,Outer Regional Australia,Riverina,Narrandera,Sub-arterial Road
L1389,QLD,Remote Australia,Cairns,Tablelands,National or State Highway
L1390,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road
L1391,VIC,Inner Regional Australia,Warrnambool and South West,Warrnambool,Arterial Road
L1392,VIC,Inner Regional Australia,Latrobe - Gippsland,Wellington,Arterial Road
L1393,QLD,Very Remote Australia,Queensland - Outback,Flinders (Qld),Sub-arterial Road
L1394,QLD,Outer Regional Australia,Central Queensland,Gladstone,Local Road
L1395,WA,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,National or State Highway
L1396,SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,Sub-arterial Road
L1397,VIC,Major Cities of Australia,Melbourne - Inner South,Monash,Arterial Road
L1398,NSW,Outer Regional Australia,Central West,Bland,Local Road
L1399,NSW,Inner Regional Australia,Mid North Coast,Kempsey,Sub-arterial Road
L1400,WA,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley,National or State Highway
L1401,VIC,Inner Regional Australia,Geelong,Greater Geelong,Collector Road
L1402,WA,Inner Regional Australia,Perth - North East,Mundaring,Local Road
L1403,WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,Arterial Road
L1404,SA,Major Cities of Australia,Adelaide - North,Light,National or State Highway
L1405,WA,Major Cities of Australia,Perth - South East,Belmont,Local Road
L1406,WA,Remote Australia,Western Australia - Wheat Belt,Nungarin,Local Road
L1407,VIC,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Arterial Road
L1408,WA,Inner Regional Australia,Western Australia - Wheat Belt,Northam,Local Road
L1409,WA,Very Remote Australia,Western Australia - Outback (North),Port Hedland,National or State Highway
L1410,NSW,Inner Regional Australia,Mid North Coast,Kempsey,National or State Highway
L1411,WA,Major Cities of Australia,Perth - South West,Melville,Local Road
L1412,WA,Major Cities of Australia,Perth - North East,Bassendean,Local Road
L1413,WA,Remote Australia,Western Australia - Wheat Belt,Yilgarn,National or State Highway
L1414,WA,Very Remote Australia,Western Australia - Outback (North),Broome,Local Road
L1415,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Access road
L1416,TAS,Remote Australia,West and North West,West Coast,National or State Highway
L1417,NT,Very Remote Australia,Northern Territory - Outback,Victoria Daly,Local Road
L1418,VIC,Inner Regional Australia,Ballarat,Moorabool,Arterial Road
L1419,WA,Remote Australia,Western Australia - Outback (South),Chapman Valley,Local Road
L1420,VIC,Inner Regional Australia,Melbourne - North East,Mitchell,Collector Road
L1421,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,Sub-arterial Road
L1422,NSW,Outer Regional Australia,New England and North West,Uralla,Arterial Road
L1423,WA,Outer Regional Australia,Western Australia - Wheat Belt,Broomehill-Tambellup,Arterial Road
L1424,NSW,Outer Regional Australia,Richmond - Tweed,Kyogle,Local Road
L1425,WA,Very Remote Australia,Western Australia - Outback (South),Meekatharra,National or State Highway
L1426,WA,Remote Australia,Western Australia - Outback (South),Esperance,National or State Highway
L1427,WA,Outer Regional Australia,Western Australia - Wheat Belt,Williams,Arterial Road
L1428,QLD,Inner Regional Australia,Moreton Bay - North,Sunshine Coast,Access road
L1429,QLD,Outer Regional Australia,Wide Bay,North Burnett,Collector Road
L1430,WA,Inner Regional Australia,Bunbury,Capel,National or State Highway
L1431,WA,Outer Regional Australia,Western Australia - Wheat Belt,Albany,Local Road
L1432,WA,Major Cities of Australia,Perth - South West,Kwinana,Local Road
L1433,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Local Road
L1434,TAS,Inner Regional Australia,Launceston and North East,Launceston,Collector Road
L1435,VIC,Inner Regional Australia,Melbourne - South East,Cardinia,National or State Highway
L1436,WA,Major Cities of Australia,Perth - South East,Canning,National or State Highway
L1437,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Sub-arterial Road
L1438,TAS,Outer Regional Australia,Launceston and North East,Break O'Day,Local Road
L1439,NT,Remote Australia,Northern Territory - Outback,MacDonnell,National or State Highway
L1440,WA,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,Arterial Road
L1441,TAS,Outer Regional Australia,West and North West,Devonport,Local Road
L1442,QLD,Inner Regional Australia,Darling Downs - Maranoa,Western Downs,Collector Road
L1443,WA,Inner Regional Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road
L1444,SA,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker,Sub-arterial Road
L1445,VIC,Outer Regional Australia,North West,Swan Hill,Sub-arterial Road
L1446,NSW,Outer Regional Australia,Capital Region,Bega Valley,Sub-arterial Road
L1447,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,Arterial Road
L1448,VIC,Inner Regional Australia,Melbourne - South East,Cardinia,Sub-arterial Road
L1449,TAS,Outer Regional Australia,South East,Southern Midlands,Arterial Road
L1450,WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,National or State Highway
L1451,NSW,Major Cities of Australia,Sydney - City and Inner South,Inner West,Arterial Road
L1452,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Bellingen,Sub-arterial Road
L1453,SA,Inner Regional Australia,South Australia - South East,Victor Harbor,Sub-arterial Road
L1454,VIC,Outer Regional Australia,Latrobe - Gippsland,Baw Baw,Collector Road
L1455,SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills,National or State Highway
L1456,WA,Very Remote Australia,Western Australia - Outback (South),Dundas,National or State Highway
L1457,SA,Major Cities of Australia,Adelaide - Central and Hills,Norwood Payneham and St Peters,Arterial Road
L1458,NSW,Remote Australia,Far West and Orana,Bogan,National or State Highway
L1459,NSW,Major Cities of Australia,Sydney - Ryde,Parramatta,National or State Highway
L1460,SA,Inner Regional Australia,Adelaide - North,Light,National or State Highway
L1461,WA,Major Cities of Australia,Perth - South West,Cockburn,Local Road
L1462,NSW,Outer Regional Australia,Riverina,Federation,National or State Highway
L1463,NT,Remote Australia,Northern Territory - Outback,MacDonnell,Access road
L1464,VIC,Inner Regional Australia,Hume,Towong,Sub-arterial Road
L1465,VIC,Outer Regional Australia,North West,Yarriambiack,Arterial Road
L1466,WA,Very Remote Australia,Western Australia - Wheat Belt,Lake Grace,National or State Highway
L1467,WA,Inner Regional Australia,Bunbury,Dardanup,National or State Highway
L1468,WA,Very Remote Australia,Western Australia - Wheat Belt,Kondinin,Local Road
L1469,VIC,Inner Regional Australia,Melbourne - South East,Cardinia,Local Road
L1470,WA,Remote Australia,Western Australia - Wheat Belt,Kent,Arterial Road
L1471,SA,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield,Collector Road
L1472,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Local Road
L1473,NSW,Major Cities of Australia,Sydney - Inner West,Canada Bay,Collector Road
L1474,WA,Major Cities of Australia,Perth - South East,Belmont,National or State Highway
L1475,WA,Very Remote Australia,Western Australia - Outback (South),Coolgardie,National or State Highway
L1476,NSW,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Collector Road
L1477,QLD,Outer Regional Australia,Logan - Beaudesert,Scenic Rim,Local Road
L1478,SA,Outer Regional Australia,South Australia - Outback,Port Augusta,Collector Road
L1479,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wagin,Local Road
L1480,WA,Inner Regional Australia,Bunbury,Bunbury,National or State Highway
L1481,WA,Outer Regional Australia,Bunbury,Manjimup,Local Road
L1482,NSW,Major Cities of Australia,Sydney - Parramatta,Fairfield,Arterial Road
L1483,WA,Major Cities of Australia,Mandurah,Murray,Local Road
L1484,NSW,Remote Australia,Far West and Orana,Warren,Arterial Road
L1485,VIC,Inner Regional Australia,Melbourne - North East,Mitchell,National or State Highway
L1486,WA,Outer Regional Australia,Western Australia - Wheat Belt,Denmark,Local Road
L1487,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road
L1488,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Local Road
L1489,WA,Inner Regional Australia,Bunbury,Harvey,National or State Highway
L1490,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,Local Road
L1491,NSW,Outer Regional Australia,Central West,Weddin,Access road
L1492,QLD,Remote Australia,Central Queensland,Banana,Local Road
L1493,SA,Major Cities of Australia,Adelaide - South,Mitcham,Local Road
L1494,WA,Inner Regional Australia,Western Australia - Wheat Belt,Boddington,Arterial Road
L1495,WA,Remote Australia,Western Australia - Wheat Belt,Bruce Rock,Arterial Road
L1496,NSW,Outer Regional Australia,Central West,Cowra,Arterial Road
L1497,WA,Inner Regional Australia,Perth - North East,Swan,Local Road
L1498,NT,Very Remote Australia,Northern Territory - Outback,East Arnhem,Local Road
L1499,SA,Inner Regional Australia,South Australia - South East,Mid Murray,Arterial Road
L1500,TAS,Outer Regional Australia,South East,Central Highlands (Tas.),Sub-arterial Road
L1501,WA,Remote Australia,Western Australia - Wheat Belt,Kulin,Local Road
L1502,NT,Outer Regional Australia,Darwin,Litchfield,Local Road
L1503,WA,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,Local Road
L1504,WA,Inner Regional Australia,Bunbury,Augusta Margaret River,Arterial Road
L1505,WA,Major Cities of Australia,Perth - South West,Cockburn,National or State Highway
L1506,NSW,Outer Regional Australia,Capital Region,Bega Valley,Local Road
L1507,VIC,Outer Regional Australia,Latrobe - Gippsland,Wellington,Collector Road
L1508,SA,Major Cities of Australia,Adelaide - Central and Hills,Prospect,Local Road
L1509,WA,Outer Regional Australia,Western Australia - Wheat Belt,Cuballing,Arterial Road
L1510,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Dungog,Local Road
